id,female,age,education,political,treatment_str,risky,green,duration_survey,winner,loser,bonus_startup,bonus_ingame,bonus_lottery,bonus_final,repeater
605,0,35,6,-1,Base (nw),NA,NA,145,1,0,0.5,0.5,8,8.5,0
606,0,46,6,0,Forced choice (w),1,NA,623,1,0,0.5,0.5,8,8.5,0
607,0,50,3,-1,Nominal choice (nw),NA,1,235,0,1,0.5,0.5,0,0.5,0
608,1,54,3,-2,Nominal choice (nw),NA,1,208,0,1,0.5,0.5,0,0.5,0
609,1,48,3,1,Base (w),NA,NA,669,0,1,0.5,0.5,0,0.5,0
610,0,26,6,-2,Forced choice very strong,0,NA,544,0,0,0.5,0.25,NA,0.25,0
611,0,27,3,-2,Nominal choice (w),NA,1,1887,1,0,0.5,0.5,8,8.5,0
612,0,24,5,-2,Nominal choice (nw),NA,0,551,0,1,0.5,0.5,0,0.5,1
613,0,34,5,-2,Nominal choice (nw),NA,1,102,1,0,0.5,0.5,8,8.5,0
614,0,33,5,-1,Forced choice strong,1,NA,706,0,1,0.5,0.5,0,0.5,0
615,1,30,6,1,Nominal choice (w),NA,1,603,1,0,0.5,0.5,8,8.5,0
616,0,21,3,0,Nominal choice (nw),NA,1,47,0,1,0.5,0.5,0,0.5,0
617,0,36,5,0,Forced choice strong,1,NA,602,0,1,0.5,0.5,0,0.5,0
618,1,48,3,-1,Forced choice very strong,1,NA,633,0,1,0.5,0.5,0,0.5,0
619,1,40,4,-2,Forced choice strong,1,NA,664,0,1,0.5,0.5,0,0.5,0
620,0,28,4,1,Forced choice (nw),1,NA,118,0,1,0.5,0.5,0,0.5,0
621,1,23,5,-1,Forced choice strong,1,NA,580,1,0,0.5,0.5,8,8.5,0
622,0,24,5,1,Forced choice strong,1,NA,690,1,0,0.5,0.5,8,8.5,0
623,0,33,6,-2,Forced choice strong,1,NA,551,0,1,0.5,0.5,0,0.5,0
624,0,26,5,1,Nominal choice (nw),NA,1,163,0,1,0.5,0.5,0,0.5,0
625,1,37,3,-1,Forced choice very strong,1,NA,645,1,0,0.5,0.5,8,8.5,0
626,1,29,6,-2,Nominal choice (nw),NA,0,66,0,1,0.5,0.5,0,0.5,0
627,0,32,5,-1,Nominal choice (nw),NA,1,172,1,0,0.5,0.5,8,8.5,0
628,1,21,3,-2,Base (w),NA,NA,792,1,0,0.5,0.5,8,8.5,0
629,0,48,6,-2,Forced choice very strong,1,NA,608,0,1,0.5,0.5,0,0.5,0
630,0,53,3,2,Forced choice strong,1,NA,707,1,0,0.5,0.5,8,8.5,0
631,1,34,5,0,Forced choice (nw),1,NA,81,0,1,0.5,0.5,0,0.5,0
632,1,61,4,-1,Forced choice (nw),1,NA,214,1,0,0.5,0.5,8,8.5,0
633,1,51,3,-1,Forced choice (nw),1,NA,135,1,0,0.5,0.5,8,8.5,0
634,1,39,2,-1,Base (w),NA,NA,613,0,1,0.5,0.5,0,0.5,0
635,1,25,5,-2,Nominal choice (nw),NA,1,669,0,1,0.5,0.5,0,0.5,0
636,1,29,5,-2,Forced choice (nw),1,NA,151,1,0,0.5,0.5,8,8.5,0
637,0,34,4,0,Base (nw),NA,NA,104,1,0,0.5,0.5,8,8.5,0
638,1,42,5,-2,Base (nw),NA,NA,124,1,0,0.5,0.5,8,8.5,0
639,0,30,2,-2,Forced choice (w),1,NA,998,0,1,0.5,0.5,0,0.5,0
640,0,34,5,2,Forced choice (nw),1,NA,876,1,0,0.5,0.5,8,8.5,0
641,1,51,3,-2,Forced choice very strong,1,NA,645,1,0,0.5,0.5,8,8.5,0
642,0,54,5,-1,Forced choice (w),1,NA,830,1,0,0.5,0.5,8,8.5,0
643,0,32,6,-2,Nominal choice (w),NA,0,637,0,1,0.5,0.5,0,0.5,0
644,1,28,5,0,Forced choice strong,1,NA,831,0,1,0.5,0.5,0,0.5,0
645,1,40,4,-1,Base (w),NA,NA,548,1,0,0.5,0.5,8,8.5,0
646,0,54,2,2,Base (w),NA,NA,1764,1,0,0.5,0.5,8,8.5,0
647,1,28,4,0,Forced choice very strong,1,NA,567,1,0,0.5,0.5,8,8.5,0
648,0,29,3,-1,Nominal choice (nw),NA,1,101,1,0,0.5,0.5,8,8.5,0
649,1,58,4,-2,Forced choice strong,1,NA,678,0,1,0.5,0.5,0,0.5,0
650,1,32,4,0,Nominal choice (nw),NA,0,98,0,1,0.5,0.5,0,0.5,0
651,0,29,5,0,Base (nw),NA,NA,195,1,0,0.5,0.5,8,8.5,0
652,0,36,2,1,Forced choice strong,1,NA,614,0,1,0.5,0.5,0,0.5,0
653,1,32,4,1,Forced choice (nw),1,NA,52,0,1,0.5,0.5,0,0.5,0
654,0,35,2,1,Nominal choice (nw),NA,1,59,1,0,0.5,0.5,8,8.5,0
655,1,36,5,1,Nominal choice (nw),NA,1,424,1,0,0.5,0.5,8,8.5,0
656,1,59,4,-2,Forced choice strong,1,NA,670,1,0,0.5,0.5,8,8.5,0
657,1,23,5,-1,Nominal choice (w),NA,0,716,0,1,0.5,0.5,0,0.5,0
658,0,51,6,1,Nominal choice (nw),NA,1,165,1,0,0.5,0.5,8,8.5,0
659,1,44,2,-1,Forced choice very strong,1,NA,714,1,0,0.5,0.5,8,8.5,0
660,1,35,5,1,Forced choice very strong,1,NA,669,1,0,0.5,0.5,8,8.5,0
661,1,19,3,1,Base (w),NA,NA,596,1,0,0.5,0.5,8,8.5,0
662,1,75,6,1,Base (w),NA,NA,618,0,1,0.5,0.5,0,0.5,0
663,0,51,5,0,Nominal choice (w),NA,0,572,0,1,0.5,0.5,0,0.5,0
664,0,21,3,-2,Forced choice (w),1,NA,523,1,0,0.5,0.5,8,8.5,0
665,0,28,3,1,Forced choice strong,1,NA,886,0,1,0.5,0.5,0,0.5,0
666,1,24,3,0,Base (w),NA,NA,777,1,0,0.5,0.5,8,8.5,0
667,0,49,3,1,Forced choice (w),1,NA,579,1,0,0.5,0.5,8,8.5,0
668,1,36,3,-1,Base (nw),NA,NA,151,1,0,0.5,0.5,8,8.5,0
669,1,64,5,1,Base (nw),NA,NA,169,1,0,0.5,0.5,8,8.5,0
670,1,33,5,-2,Base (nw),NA,NA,1359,1,0,0.5,0.5,8,8.5,0
671,1,46,3,0,Forced choice very strong,0,NA,763,0,0,0.5,0.25,NA,0.25,0
672,1,28,5,-1,Nominal choice (w),NA,0,760,1,0,0.5,0.5,8,8.5,0
673,0,30,3,1,Forced choice very strong,0,NA,764,0,0,0.5,0.25,NA,0.25,0
674,0,23,3,0,Forced choice very strong,1,NA,633,0,1,0.5,0.5,0,0.5,0
675,0,41,5,-2,Nominal choice (nw),NA,1,72,0,1,0.5,0.5,0,0.5,0
676,1,27,3,2,Forced choice very strong,1,NA,1182,1,0,0.5,0.5,8,8.5,0
677,0,34,5,0,Forced choice strong,1,NA,600,0,1,0.5,0.5,0,0.5,0
678,1,25,4,-1,Base (nw),NA,NA,54,1,0,0.5,0.5,8,8.5,0
679,0,29,3,-1,Forced choice (nw),1,NA,92,0,1,0.5,0.5,0,0.5,0
680,1,28,5,-1,Forced choice (w),1,NA,604,1,0,0.5,0.5,8,8.5,0
681,1,36,4,-1,Forced choice very strong,1,NA,948,0,1,0.5,0.5,0,0.5,0
682,0,35,2,0,Forced choice (w),1,NA,699,1,0,0.5,0.5,8,8.5,0
683,0,27,5,-1,Forced choice (w),1,NA,535,0,1,0.5,0.5,0,0.5,0
684,1,49,5,-1,Forced choice (w),0,NA,791,0,0,0.5,0.75,NA,0.75,0
685,0,46,3,-1,Nominal choice (w),NA,0,806,1,0,0.5,0.5,8,8.5,0
686,0,27,2,0,Nominal choice (nw),NA,1,970,0,1,0.5,0.5,0,0.5,0
687,0,35,5,-1,Forced choice very strong,0,NA,548,0,0,0.5,0.25,NA,0.25,0
688,0,32,5,-2,Forced choice (w),0,NA,544,0,0,0.5,0.75,NA,0.75,0
689,1,26,3,2,Forced choice (nw),1,NA,149,1,0,0.5,0.5,8,8.5,0
690,0,37,4,0,Forced choice very strong,1,NA,1049,0,1,0.5,0.5,0,0.5,0
691,1,24,5,-2,Base (nw),NA,NA,96,0,1,0.5,0.5,0,0.5,0
692,0,45,4,-1,Forced choice very strong,1,NA,624,0,1,0.5,0.5,0,0.5,0
693,1,52,4,-1,Nominal choice (nw),NA,0,98,0,1,0.5,0.5,0,0.5,0
694,0,33,4,-2,Nominal choice (w),NA,0,575,1,0,0.5,0.5,8,8.5,0
695,1,39,5,1,Base (w),NA,NA,601,1,0,0.5,0.5,8,8.5,0
696,0,30,6,0,Base (nw),NA,NA,78,0,1,0.5,0.5,0,0.5,0
697,1,41,5,-2,Forced choice strong,1,NA,642,1,0,0.5,0.5,8,8.5,0
698,1,35,3,-2,Base (w),NA,NA,610,1,0,0.5,0.5,8,8.5,0
699,1,33,5,-2,Base (nw),NA,NA,245,0,1,0.5,0.5,0,0.5,0
700,0,30,5,1,Forced choice very strong,1,NA,784,1,0,0.5,0.5,8,8.5,0
701,1,31,5,-2,Forced choice (w),1,NA,598,1,0,0.5,0.5,8,8.5,0
702,0,38,3,-1,Forced choice strong,1,NA,558,1,0,0.5,0.5,8,8.5,0
703,1,45,6,0,Base (w),NA,NA,662,1,0,0.5,0.5,8,8.5,0
704,0,30,5,-2,Forced choice very strong,1,NA,782,0,1,0.5,0.5,0,0.5,0
705,0,25,5,2,Nominal choice (nw),NA,1,60,0,1,0.5,0.5,0,0.5,0
706,1,51,3,2,Forced choice strong,1,NA,604,1,0,0.5,0.5,8,8.5,0
707,0,41,2,0,Forced choice very strong,1,NA,570,0,1,0.5,0.5,0,0.5,0
708,1,20,3,-1,Forced choice (w),1,NA,663,0,1,0.5,0.5,0,0.5,0
709,1,33,6,-2,Forced choice strong,1,NA,559,0,1,0.5,0.5,0,0.5,0
710,0,33,5,0,Forced choice (nw),1,NA,104,1,0,0.5,0.5,8,8.5,0
711,1,31,5,-2,Forced choice (w),1,NA,584,1,0,0.5,0.5,8,8.5,0
712,0,40,5,-1,Base (nw),NA,NA,340,1,0,0.5,0.5,8,8.5,0
713,0,27,3,-1,Nominal choice (w),NA,0,602,1,0,0.5,0.5,8,8.5,0
714,1,29,5,1,Forced choice (w),1,NA,1053,0,1,0.5,0.5,0,0.5,0
715,0,35,3,-2,Forced choice (nw),1,NA,230,0,1,0.5,0.5,0,0.5,0
716,1,34,8,-2,Forced choice strong,1,NA,553,1,0,0.5,0.5,8,8.5,0
717,1,45,5,-2,Forced choice very strong,0,NA,601,0,0,0.5,0.25,NA,0.25,0
718,1,62,3,-2,Forced choice very strong,1,NA,678,1,0,0.5,0.5,8,8.5,0
719,1,25,6,-1,Base (w),NA,NA,565,0,1,0.5,0.5,0,0.5,0
720,1,38,6,-1,Forced choice (w),1,NA,811,1,0,0.5,0.5,8,8.5,0
721,0,45,5,1,Forced choice (nw),1,NA,351,0,1,0.5,0.5,0,0.5,0
722,0,28,3,-1,Base (w),NA,NA,547,0,1,0.5,0.5,0,0.5,0
723,1,51,6,0,Forced choice (w),1,NA,581,1,0,0.5,0.5,8,8.5,0
724,0,28,3,-2,Forced choice (nw),1,NA,333,0,1,0.5,0.5,0,0.5,0
725,0,35,5,0,Forced choice (w),1,NA,819,0,1,0.5,0.5,0,0.5,0
726,0,33,2,0,Forced choice strong,1,NA,667,1,0,0.5,0.5,8,8.5,0
727,1,49,3,2,Nominal choice (nw),NA,1,311,0,1,0.5,0.5,0,0.5,0
728,0,27,5,0,Nominal choice (w),NA,0,620,1,0,0.5,0.5,8,8.5,0
729,1,37,3,1,Forced choice (nw),1,NA,110,0,1,0.5,0.5,0,0.5,0
730,0,29,4,0,Nominal choice (w),NA,1,519,1,0,0.5,0.5,8,8.5,0
731,0,32,5,-1,Base (w),NA,NA,597,1,0,0.5,0.5,8,8.5,0
732,1,32,3,-1,Base (nw),NA,NA,125,0,1,0.5,0.5,0,0.5,0
733,0,36,5,-1,Nominal choice (nw),NA,1,98,0,1,0.5,0.5,0,0.5,0
734,1,29,6,-2,Base (nw),NA,NA,156,0,1,0.5,0.5,0,0.5,1
735,1,56,4,-2,Forced choice (w),1,NA,760,0,1,0.5,0.5,0,0.5,0
736,1,41,5,1,Nominal choice (w),NA,0,592,1,0,0.5,0.5,8,8.5,0
737,0,30,5,-2,Base (w),NA,NA,575,1,0,0.5,0.5,8,8.5,0
738,0,22,2,-2,Forced choice (w),1,NA,604,1,0,0.5,0.5,8,8.5,0
739,1,58,5,0,Forced choice (nw),1,NA,281,1,0,0.5,0.5,8,8.5,0
740,1,47,6,-1,Forced choice strong,1,NA,732,1,0,0.5,0.5,8,8.5,0
741,0,35,3,1,Forced choice (nw),1,NA,158,1,0,0.5,0.5,8,8.5,0
742,1,50,4,1,Base (w),NA,NA,771,1,0,0.5,0.5,8,8.5,0
743,1,23,2,-2,Forced choice (w),1,NA,625,0,1,0.5,0.5,0,0.5,0
744,0,40,5,1,Forced choice (nw),1,NA,85,0,1,0.5,0.5,0,0.5,0
745,1,49,5,1,Forced choice (nw),1,NA,479,1,0,0.5,0.5,8,8.5,0
746,0,46,3,0,Base (nw),NA,NA,119,1,0,0.5,0.5,8,8.5,0
747,0,32,5,-1,Nominal choice (nw),NA,1,28,1,0,0.5,0.5,8,8.5,0
748,1,56,2,2,Forced choice strong,1,NA,640,1,0,0.5,0.5,8,8.5,0
749,0,28,6,-1,Forced choice (nw),1,NA,97,1,0,0.5,0.5,8,8.5,0
750,0,26,5,-2,Nominal choice (w),NA,1,557,1,0,0.5,0.5,8,8.5,0
751,0,26,2,1,Forced choice (w),0,NA,513,0,0,0.5,0.75,NA,0.75,0
752,1,35,5,0,Forced choice (w),1,NA,672,1,0,0.5,0.5,8,8.5,0
753,0,29,3,0,Base (w),NA,NA,585,0,1,0.5,0.5,0,0.5,0
754,1,35,5,-1,Nominal choice (nw),NA,1,75,0,1,0.5,0.5,0,0.5,0
755,1,45,3,1,Forced choice strong,1,NA,648,0,1,0.5,0.5,0,0.5,0
756,0,42,3,1,Base (w),NA,NA,595,1,0,0.5,0.5,8,8.5,0
757,1,71,7,-1,Nominal choice (nw),NA,1,173,1,0,0.5,0.5,8,8.5,0
758,1,38,8,-2,Forced choice (nw),1,NA,198,1,0,0.5,0.5,8,8.5,0
759,1,22,3,-1,Base (nw),NA,NA,90,0,1,0.5,0.5,0,0.5,0
760,0,58,2,1,Forced choice (nw),1,NA,204,0,1,0.5,0.5,0,0.5,0
761,0,39,3,-2,Base (nw),NA,NA,79,1,0,0.5,0.5,8,8.5,0
762,0,30,5,0,Forced choice (nw),0,NA,128,0,0,0.5,0.75,NA,0.75,0
763,0,40,5,1,Forced choice very strong,1,NA,641,1,0,0.5,0.5,8,8.5,0
764,1,53,5,-2,Nominal choice (w),NA,1,575,1,0,0.5,0.5,8,8.5,0
765,0,20,3,1,Nominal choice (nw),NA,0,136,0,1,0.5,0.5,0,0.5,1
766,1,61,6,-1,Forced choice (w),1,NA,603,1,0,0.5,0.5,8,8.5,0
767,0,28,5,-1,Base (w),NA,NA,1146,1,0,0.5,0.5,8,8.5,0
768,0,41,6,-2,Forced choice very strong,1,NA,782,1,0,0.5,0.5,8,8.5,0
769,0,20,3,-1,Forced choice (w),1,NA,742,0,1,0.5,0.5,0,0.5,0
770,1,58,7,-1,Forced choice very strong,0,NA,701,0,0,0.5,0.25,NA,0.25,0
771,0,29,5,0,Forced choice strong,1,NA,640,0,1,0.5,0.5,0,0.5,0
772,0,25,5,1,Base (w),NA,NA,832,0,1,0.5,0.5,0,0.5,0
773,1,28,4,-2,Nominal choice (w),NA,1,644,1,0,0.5,0.5,8,8.5,0
774,0,30,4,-1,Base (nw),NA,NA,115,1,0,0.5,0.5,8,8.5,0
775,0,24,2,0,Forced choice (nw),1,NA,59,0,1,0.5,0.5,0,0.5,0
776,0,23,5,-1,Nominal choice (nw),NA,1,104,0,1,0.5,0.5,0,0.5,0
777,0,42,3,-1,Forced choice strong,1,NA,612,1,0,0.5,0.5,8,8.5,0
778,0,44,5,2,Nominal choice (nw),NA,1,189,0,1,0.5,0.5,0,0.5,0
779,0,46,3,-1,Nominal choice (w),NA,0,678,1,0,0.5,0.5,8,8.5,0
780,1,32,4,-2,Forced choice very strong,0,NA,690,0,0,0.5,0.25,NA,0.25,0
781,0,31,5,-1,Forced choice very strong,0,NA,555,0,0,0.5,0.25,NA,0.25,0
782,1,32,5,-1,Forced choice very strong,1,NA,524,0,1,0.5,0.5,0,0.5,0
783,1,30,6,-2,Nominal choice (nw),NA,1,115,1,0,0.5,0.5,8,8.5,0
784,1,37,2,-1,Base (w),NA,NA,539,0,1,0.5,0.5,0,0.5,1
785,1,52,5,-1,Forced choice very strong,1,NA,658,1,0,0.5,0.5,8,8.5,0
786,1,34,2,1,Nominal choice (nw),NA,0,89,0,1,0.5,0.5,0,0.5,0
787,0,49,5,-2,Base (nw),NA,NA,141,1,0,0.5,0.5,8,8.5,0
788,0,22,3,0,Nominal choice (nw),NA,0,173,1,0,0.5,0.5,8,8.5,0
789,0,50,3,-2,Base (nw),NA,NA,122,0,1,0.5,0.5,0,0.5,0
790,0,32,3,0,Forced choice (nw),1,NA,162,1,0,0.5,0.5,8,8.5,0
791,0,47,8,0,Forced choice strong,1,NA,860,1,0,0.5,0.5,8,8.5,0
792,1,30,5,-2,Forced choice (w),1,NA,589,0,1,0.5,0.5,0,0.5,0
793,0,28,2,-1,Base (w),NA,NA,523,0,1,0.5,0.5,0,0.5,0
794,0,37,5,0,Forced choice very strong,1,NA,560,0,1,0.5,0.5,0,0.5,0
795,0,24,2,0,Nominal choice (nw),NA,1,55,1,0,0.5,0.5,8,8.5,0
796,0,31,5,-2,Nominal choice (nw),NA,1,70,0,1,0.5,0.5,0,0.5,0
797,0,25,5,-1,Forced choice very strong,1,NA,594,1,0,0.5,0.5,8,8.5,0
798,0,25,5,-1,Nominal choice (w),NA,0,580,0,1,0.5,0.5,0,0.5,0
799,0,28,5,1,Forced choice very strong,1,NA,696,0,1,0.5,0.5,0,0.5,0
800,0,32,4,1,Base (nw),NA,NA,82,0,1,0.5,0.5,0,0.5,0
801,1,25,3,-2,Forced choice very strong,1,NA,601,1,0,0.5,0.5,8,8.5,0
802,0,32,6,-2,Forced choice (w),1,NA,550,0,1,0.5,0.5,0,0.5,0
803,1,55,4,-1,Forced choice (nw),1,NA,120,0,1,0.5,0.5,0,0.5,0
804,0,41,3,1,Forced choice (w),1,NA,583,1,0,0.5,0.5,8,8.5,0
805,0,37,3,-1,Forced choice (w),1,NA,616,0,1,0.5,0.5,0,0.5,0
806,0,32,3,-2,Forced choice strong,0,NA,652,0,0,0.5,0.5,NA,0.5,0
807,0,40,3,1,Base (nw),NA,NA,141,1,0,0.5,0.5,8,8.5,0
808,1,40,3,0,Forced choice very strong,1,NA,629,0,1,0.5,0.5,0,0.5,0
809,0,27,2,0,Nominal choice (nw),NA,1,185,1,0,0.5,0.5,8,8.5,0
810,1,38,5,-1,Forced choice strong,1,NA,1473,0,1,0.5,0.5,0,0.5,0
811,0,62,6,0,Nominal choice (nw),NA,0,143,1,0,0.5,0.5,8,8.5,0
812,0,20,2,0,Forced choice strong,1,NA,608,1,0,0.5,0.5,8,8.5,0
813,1,33,5,-1,Forced choice (w),1,NA,657,1,0,0.5,0.5,8,8.5,0
814,1,50,2,2,Nominal choice (w),NA,0,1012,0,1,0.5,0.5,0,0.5,0
815,1,58,6,-1,Forced choice very strong,1,NA,773,1,0,0.5,0.5,8,8.5,0
816,1,38,5,-1,Nominal choice (w),NA,0,615,1,0,0.5,0.5,8,8.5,0
817,1,34,6,-2,Base (w),NA,NA,586,0,1,0.5,0.5,0,0.5,0
818,0,21,5,0,Forced choice very strong,1,NA,513,1,0,0.5,0.5,8,8.5,0
819,0,33,5,0,Forced choice strong,1,NA,560,1,0,0.5,0.5,8,8.5,0
820,0,24,5,-1,Base (nw),NA,NA,62,0,1,0.5,0.5,0,0.5,0
821,0,54,6,1,Forced choice (nw),1,NA,129,1,0,0.5,0.5,8,8.5,0
822,0,51,6,-2,Forced choice strong,0,NA,647,0,0,0.5,0.5,NA,0.5,0
823,1,29,6,-2,Base (w),NA,NA,566,1,0,0.5,0.5,8,8.5,0
824,1,42,5,-2,Base (w),NA,NA,656,1,0,0.5,0.5,8,8.5,0
825,1,36,4,1,Base (nw),NA,NA,137,1,0,0.5,0.5,8,8.5,1
826,1,27,3,-2,Nominal choice (w),NA,1,698,1,0,0.5,0.5,8,8.5,0
827,0,46,5,-2,Nominal choice (w),NA,0,614,0,1,0.5,0.5,0,0.5,0
828,1,69,2,1,Forced choice (nw),1,NA,134,1,0,0.5,0.5,8,8.5,0
829,1,39,3,2,Nominal choice (w),NA,0,744,1,0,0.5,0.5,8,8.5,0
830,1,53,2,-1,Base (nw),NA,NA,80,1,0,0.5,0.5,8,8.5,1
831,1,24,6,-2,Forced choice strong,1,NA,644,0,1,0.5,0.5,0,0.5,0
832,0,34,3,1,Base (w),NA,NA,538,0,1,0.5,0.5,0,0.5,0
833,0,45,3,1,Base (nw),NA,NA,136,1,0,0.5,0.5,8,8.5,0
834,1,30,5,0,Nominal choice (nw),NA,1,112,1,0,0.5,0.5,8,8.5,0
835,1,43,4,1,Base (w),NA,NA,631,0,1,0.5,0.5,0,0.5,0
836,0,28,4,-2,Forced choice strong,1,NA,627,0,1,0.5,0.5,0,0.5,0
837,1,51,5,0,Forced choice very strong,0,NA,587,0,0,0.5,0.25,NA,0.25,0
838,0,31,6,-1,Base (w),NA,NA,589,0,1,0.5,0.5,0,0.5,0
839,0,30,6,1,Forced choice (w),1,NA,626,1,0,0.5,0.5,8,8.5,0
840,1,35,5,-2,Forced choice (w),1,NA,752,1,0,0.5,0.5,8,8.5,0
841,0,33,3,0,Base (nw),NA,NA,193,0,1,0.5,0.5,0,0.5,0
842,0,24,5,-1,Forced choice very strong,0,NA,619,0,0,0.5,0.25,NA,0.25,0
843,1,43,5,-2,Nominal choice (nw),NA,1,76,1,0,0.5,0.5,8,8.5,0
844,1,36,5,-1,Nominal choice (nw),NA,1,47,0,1,0.5,0.5,0,0.5,0
845,0,36,6,2,Base (nw),NA,NA,436,1,0,0.5,0.5,8,8.5,1
846,0,23,2,0,Forced choice strong,1,NA,705,0,1,0.5,0.5,0,0.5,0
847,1,31,4,-1,Nominal choice (w),NA,1,939,0,1,0.5,0.5,0,0.5,0
848,1,34,5,1,Forced choice (w),0,NA,1310,0,0,0.5,0.75,NA,0.75,0
849,0,31,5,-1,Nominal choice (nw),NA,0,102,1,0,0.5,0.5,8,8.5,0
850,1,30,6,-2,Nominal choice (nw),NA,1,136,0,1,0.5,0.5,0,0.5,0
851,1,48,3,2,Forced choice very strong,1,NA,693,0,1,0.5,0.5,0,0.5,0
852,0,44,5,1,Base (w),NA,NA,556,1,0,0.5,0.5,8,8.5,0
853,1,39,5,-2,Forced choice (nw),1,NA,83,0,1,0.5,0.5,0,0.5,0
854,0,32,6,1,Nominal choice (nw),NA,0,123,0,1,0.5,0.5,0,0.5,0
855,0,42,4,2,Forced choice (nw),1,NA,57,0,1,0.5,0.5,0,0.5,0
856,1,42,3,0,Base (w),NA,NA,591,0,1,0.5,0.5,0,0.5,1
857,1,32,3,1,Nominal choice (nw),NA,1,254,1,0,0.5,0.5,8,8.5,0
858,1,34,5,0,Forced choice (nw),1,NA,171,0,1,0.5,0.5,0,0.5,0
859,1,39,3,-1,Nominal choice (w),NA,1,647,1,0,0.5,0.5,8,8.5,0
860,0,35,4,-1,Forced choice (w),1,NA,674,0,1,0.5,0.5,0,0.5,0
861,1,65,5,-1,Nominal choice (nw),NA,1,208,1,0,0.5,0.5,8,8.5,0
862,1,22,5,-2,Base (nw),NA,NA,79,1,0,0.5,0.5,8,8.5,0
863,1,42,5,-1,Forced choice (nw),1,NA,167,1,0,0.5,0.5,8,8.5,0
864,1,34,5,0,Nominal choice (w),NA,1,625,1,0,0.5,0.5,8,8.5,0
865,1,31,6,0,Forced choice (w),1,NA,786,1,0,0.5,0.5,8,8.5,0
866,1,22,4,-1,Forced choice (w),1,NA,1225,0,1,0.5,0.5,0,0.5,0
867,0,31,7,-1,Forced choice very strong,1,NA,895,1,0,0.5,0.5,8,8.5,0
868,0,30,5,-1,Base (w),NA,NA,542,1,0,0.5,0.5,8,8.5,0
869,0,29,5,-1,Base (w),NA,NA,576,1,0,0.5,0.5,8,8.5,0
870,1,35,4,1,Forced choice (nw),0,NA,237,0,0,0.5,0.75,NA,0.75,0
871,1,34,6,0,Forced choice (w),1,NA,630,0,1,0.5,0.5,0,0.5,0
872,1,59,5,0,Base (nw),NA,NA,181,0,1,0.5,0.5,0,0.5,0
873,1,31,3,-1,Nominal choice (w),NA,1,611,1,0,0.5,0.5,8,8.5,0
874,0,54,5,-1,Base (w),NA,NA,635,1,0,0.5,0.5,8,8.5,0
875,1,41,5,-1,Forced choice very strong,1,NA,782,1,0,0.5,0.5,8,8.5,0
876,0,50,5,0,Forced choice strong,1,NA,866,0,1,0.5,0.5,0,0.5,0
877,0,52,4,0,Forced choice (w),1,NA,692,1,0,0.5,0.5,8,8.5,0
878,1,23,3,-1,Forced choice (w),1,NA,690,1,0,0.5,0.5,8,8.5,0
879,0,28,3,0,Base (nw),NA,NA,122,0,1,0.5,0.5,0,0.5,0
880,0,32,5,1,Forced choice very strong,1,NA,629,1,0,0.5,0.5,8,8.5,0
881,1,35,4,-2,Nominal choice (nw),NA,1,92,0,1,0.5,0.5,0,0.5,1
882,1,40,8,-1,Forced choice very strong,1,NA,731,0,1,0.5,0.5,0,0.5,0
883,0,37,1,-2,Forced choice strong,1,NA,607,1,0,0.5,0.5,8,8.5,0
884,0,19,3,1,Forced choice very strong,1,NA,624,1,0,0.5,0.5,8,8.5,0
885,0,29,4,0,Forced choice very strong,1,NA,801,1,0,0.5,0.5,8,8.5,0
886,0,27,8,0,Forced choice very strong,0,NA,593,0,0,0.5,0.25,NA,0.25,1
887,1,38,5,-2,Forced choice strong,1,NA,582,0,1,0.5,0.5,0,0.5,0
888,1,28,5,0,Nominal choice (nw),NA,1,229,0,1,0.5,0.5,0,0.5,0
889,1,28,5,-1,Base (w),NA,NA,534,0,1,0.5,0.5,0,0.5,0
890,1,44,6,0,Nominal choice (nw),NA,1,243,1,0,0.5,0.5,8,8.5,1
891,1,37,8,-2,Base (w),NA,NA,647,0,1,0.5,0.5,0,0.5,0
892,1,26,5,2,Nominal choice (w),NA,1,579,1,0,0.5,0.5,8,8.5,0
893,0,22,5,0,Base (nw),NA,NA,72,1,0,0.5,0.5,8,8.5,0
894,0,34,5,1,Nominal choice (nw),NA,1,158,1,0,0.5,0.5,8,8.5,0
895,0,57,5,1,Base (w),NA,NA,782,1,0,0.5,0.5,8,8.5,0
896,1,23,5,-1,Forced choice strong,1,NA,588,1,0,0.5,0.5,8,8.5,0
897,1,34,6,-2,Forced choice very strong,0,NA,552,0,0,0.5,0.25,NA,0.25,0
898,1,53,6,0,Base (w),NA,NA,864,1,0,0.5,0.5,8,8.5,0
899,0,38,2,0,Forced choice very strong,1,NA,686,1,0,0.5,0.5,8,8.5,0
900,0,39,5,-1,Forced choice very strong,1,NA,627,1,0,0.5,0.5,8,8.5,0
901,0,24,5,0,Forced choice very strong,1,NA,810,0,1,0.5,0.5,0,0.5,0
902,0,34,3,-2,Nominal choice (w),NA,1,568,1,0,0.5,0.5,8,8.5,0
903,1,53,4,-1,Base (w),NA,NA,554,1,0,0.5,0.5,8,8.5,0
904,0,32,2,-1,Nominal choice (nw),NA,0,96,1,0,0.5,0.5,8,8.5,0
905,0,28,2,0,Nominal choice (nw),NA,1,307,1,0,0.5,0.5,8,8.5,0
906,0,34,6,-1,Forced choice (w),1,NA,744,1,0,0.5,0.5,8,8.5,0
907,0,35,5,-2,Nominal choice (w),NA,0,545,1,0,0.5,0.5,8,8.5,0
